,INSPECTION_STATUS,VIOLATION_CODE,VIOLATION_STATUS,INSPECTION_CATEGORY,PROPERTY_GROUP,LONGITUDE,LATITUDE,DEPARTMENT_BUREAU
59792,FAILED,CN196029,OPEN,COMPLAINT,small,-87.78058578,41.98390372,CONSERVATION
41471,FAILED,EL0029,OPEN,COMPLAINT,small,-87.62138508,41.80213054,SPECIAL TASK FORCE
59698,FAILED,CN074024,OPEN,COMPLAINT,small,-87.70807349,41.86011323,CONSERVATION
6570,FAILED,CN140026,OPEN,COMPLAINT,small,-87.6949062,41.74250759,CONSERVATION
58971,FAILED,CN079014,OPEN,COMPLAINT,small,-87.67420405,41.83029196,CONSERVATION
75298,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.64798842,41.76830065,DEMOLITION
68776,FAILED,CN198019,OPEN,COMPLAINT,small,-87.61984601,41.77096168,CONSERVATION
35191,FAILED,CN070014,OPEN,COMPLAINT,small,-87.77398098,41.90136202,CONSERVATION
60714,PASSED,VT1010,COMPLIED,PERMIT,small,-87.62696106,41.89989393,VENTILATION
64363,FAILED,CN198019,OPEN,COMPLAINT,small,-87.56835068,41.74055287,CONSERVATION
427,PASSED,VT1010,COMPLIED,PERMIT,small,,,VENTILATION
71097,FAILED,CN106015,OPEN,COMPLAINT,small,-87.6201968,41.764162799999994,CONSERVATION
33149,FAILED,EV1110,OPEN,PERIODIC,small,-87.55135937,41.728172799999996,ELEVATOR
63175,FAILED,CN015062,OPEN,COMPLAINT,small,-87.61704679,41.76685547,CONSERVATION
37730,CLOSED,CN196039,OPEN,COMPLAINT,small,-87.60025932,41.77825369,DEMOLITION
18770,FAILED,CN070024,OPEN,COMPLAINT,small,-87.68253912,41.99431204,CONSERVATION
51548,FAILED,CN140046,OPEN,PERIODIC,small,-87.80459805,41.92363866,CONSERVATION
27328,FAILED,NC2021,OPEN,COMPLAINT,small,-87.61047612,41.76160016,SPECIAL TASK FORCE
1180,FAILED,CN196029,OPEN,COMPLAINT,small,-87.74853863,41.93322314,CONSERVATION
48476,CLOSED,CN109015,COMPLIED,COMPLAINT,small,-87.60360769,41.80305674,CONSERVATION
79596,FAILED,CN067024,OPEN,COMPLAINT,small,-87.68867101,41.74386648,CONSERVATION
58478,FAILED,EV1111,OPEN,PERIODIC,small,-87.67456955,42.0066523,ELEVATOR
27465,FAILED,NC2011,OPEN,COMPLAINT,small,-87.69701381,41.8678802,CONSERVATION
74985,FAILED,CN061014,OPEN,COMPLAINT,small,-87.71196097,41.77325954,CONSERVATION
70934,FAILED,EV1110,OPEN,COMPLAINT,small,-87.69906108,41.87387727,ELEVATOR
77528,FAILED,CN065014,OPEN,PERIODIC,small,-87.66400284,41.96538836,CONSERVATION
61953,FAILED,CN063014,OPEN,COMPLAINT,small,-87.74432883,41.94695433,CONSERVATION
38250,FAILED,EV1111,OPEN,PERIODIC,small,-87.68325708,42.01238319,ELEVATOR
6127,FAILED,CN078014,OPEN,COMPLAINT,small,-87.7164718,41.86566464,CONSERVATION
50058,FAILED,CN103015,OPEN,COMPLAINT,small,-87.68408263,41.76843205,CONSERVATION
73557,CLOSED,BR2060,OPEN,PERIODIC,small,-87.6572053,41.78465652,BOILER
80264,PASSED,CN104015,COMPLIED,COMPLAINT,small,-87.7740963,41.90487956,CONSERVATION
30948,FAILED,EL0018,OPEN,COMPLAINT,small,-87.72004369,41.94079911,ELECTRICAL
48259,FAILED,CN190019,OPEN,PERIODIC,small,-87.65871665,41.96589726,CONSERVATION
43333,PASSED,BR1042,COMPLIED,PERIODIC,small,-87.75146694,41.7972838,BOILER
35250,FAILED,CN197019,OPEN,COMPLAINT,small,-87.56364432,41.75076668,CONSERVATION
74620,FAILED,CN074014,OPEN,COMPLAINT,small,-87.59867753,41.77599927,CONSERVATION
71793,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.67678502,41.79044544,DEMOLITION
13871,FAILED,EV1110,COMPLIED,PERIODIC,small,-87.69436143,42.01117542,ELEVATOR
40240,FAILED,CN067014,OPEN,COMPLAINT,small,-87.69398185,41.82382175,CONSERVATION
42998,FAILED,CN107035,OPEN,PERIODIC,small,-87.62312766,41.75048961,CONSERVATION
61456,FAILED,CN070014,OPEN,COMPLAINT,small,-87.57610831,41.75066801,CONSERVATION
45846,FAILED,CN190019,OPEN,COMPLAINT,small,-87.66753975,41.76244946,CONSERVATION
23056,PASSED,VT2030,COMPLIED,COMPLAINT,small,-87.64463986,41.9151821,VENTILATION
15145,PASSED,EL0033,COMPLIED,PERMIT,small,-87.76893518,41.98657142,ELECTRICAL
5500,FAILED,CN071024,OPEN,COMPLAINT,small,-87.73818883,41.88411796,CONSERVATION
79176,FAILED,CN190019,OPEN,COMPLAINT,small,-87.54598126,41.7373589,CONSERVATION
29614,FAILED,CN076044,OPEN,COMPLAINT,small,-87.64278534,41.78262258,CONSERVATION
67388,FAILED,CN138056,OPEN,COMPLAINT,small,-87.62685892,41.69356013,CONSERVATION
31765,FAILED,CN076034,OPEN,COMPLAINT,small,-87.69717984,41.78893789999999,CONSERVATION
33488,FAILED,CN070024,OPEN,COMPLAINT,small,-87.63745652,41.7847695,CONSERVATION
74069,FAILED,CN103015,OPEN,COMPLAINT,small,-87.75726359999999,41.88045541,SPECIAL TASK FORCE
6249,FAILED,CN070024,OPEN,COMPLAINT,small,-87.68367535,41.80708375,CONSERVATION
29098,FAILED,EV1111,OPEN,PERIODIC,small,-87.69997666,42.00489635,ELEVATOR
83493,FAILED,PL154027,OPEN,COMPLAINT,small,-87.60150176,41.73680331,CONSERVATION
64259,PASSED,BR2080,COMPLIED,PERIODIC,small,-87.77245066,41.96561054,BOILER
51587,FAILED,EV1110,OPEN,PERMIT,small,-87.63480417,41.89730374,ELEVATOR
72216,FAILED,CN065034,OPEN,COMPLAINT,small,-87.75376986,41.94432412,CONSERVATION
57247,FAILED,CN196029,OPEN,COMPLAINT,small,-87.70284122,41.86996782,CONSERVATION
28200,FAILED,CN138106,OPEN,COMPLAINT,small,-87.75306503,41.89743493,CONSERVATION
48358,FAILED,CN105015,OPEN,PERIODIC,small,-87.7557962,41.92422291,CONSERVATION
77701,FAILED,CN138056,OPEN,COMPLAINT,small,-87.68911695,41.92789235,CONSERVATION
55128,FAILED,CN070014,OPEN,COMPLAINT,small,-87.61419746,41.77745276,CONSERVATION
82955,PASSED,CN070014,COMPLIED,COMPLAINT,small,-87.6582541,41.77811023,CONSERVATION
46352,CLOSED,CN196039,OPEN,COMPLAINT,small,-87.63844191,41.76429954,DEMOLITION
44505,FAILED,CN077014,OPEN,COMPLAINT,small,-87.77990489,41.93097344,CONSERVATION
74290,PASSED,BR2080,COMPLIED,PERIODIC,small,-87.70224149,41.87384239,BOILER
58521,FAILED,CN198019,OPEN,COMPLAINT,small,-87.57508066,41.77179269,CONSERVATION
47647,FAILED,CN062034,OPEN,COMPLAINT,small,-87.64940585,41.77613366,CONSERVATION
1926,FAILED,CN104015,OPEN,PERIODIC,small,-87.63505279,41.89386846,CONSERVATION
85414,FAILED,CN194019,OPEN,PERIODIC,small,-87.56565795,41.75888652,SPECIAL INSPECTION PROGRAM
18281,FAILED,PL171017,OPEN,COMPLAINT,small,-87.75954728,41.89478944,SPECIAL TASK FORCE
18993,PASSED,CN063014,COMPLIED,COMPLAINT,small,-87.57916383,41.73480904,CONSERVATION
31418,FAILED,CN076054,OPEN,COMPLAINT,small,-87.62205126,41.78436886,CONSERVATION
77971,CLOSED,CN196039,OPEN,COMPLAINT,small,-87.76810248,41.88390231,DEMOLITION
75969,FAILED,CN196019,OPEN,PERIODIC,small,-87.61568125,41.81291494,CONSERVATION
76434,FAILED,CN063014,OPEN,COMPLAINT,small,-87.72577583,41.96920585,CONSERVATION
20008,CLOSED,CN002052,OPEN,COMPLAINT,small,-87.66906676,41.78541370000001,DEMOLITION
33220,FAILED,EV1111,OPEN,PERIODIC,small,-87.68698986,41.90715665,ELEVATOR
39184,FAILED,CN066034,OPEN,PERIODIC,small,-87.73077836,41.88259572,CONSERVATION
77503,FAILED,PL237042,OPEN,COMPLAINT,small,-87.70456263,41.86538434,PLUMBING
5551,FAILED,CN015062,OPEN,COMPLAINT,small,-87.71674664,41.86495247,CONSERVATION
59985,PASSED,VT1010,COMPLIED,PERMIT,small,-87.63495520000001,41.88807428,VENTILATION
54087,FAILED,EV1111,COMPLIED,PERIODIC,small,-87.77293026,41.97164785,ELEVATOR
17370,FAILED,NC2011,OPEN,COMPLAINT,small,-87.7584681,41.92582183,SPECIAL INSPECTION PROGRAM
2059,FAILED,CN065014,OPEN,COMPLAINT,small,-87.6282798,41.7016797,CONSERVATION
5005,FAILED,CN079014,OPEN,COMPLAINT,small,-87.62286518,41.67994649,CONSERVATION
29137,FAILED,EL0023,OPEN,COMPLAINT,small,-87.72551692,41.87987261,SPECIAL TASK FORCE
61622,FAILED,EL0016,OPEN,COMPLAINT,small,-87.64787166,41.75231482,SPECIAL TASK FORCE
15966,FAILED,EL0091,OPEN,COMPLAINT,small,-87.57710369,41.73831427,ELECTRICAL
6834,CLOSED,CN193019,OPEN,COMPLAINT,small,-87.70669824,41.85452127,DEMOLITION
2213,CLOSED,CN193019,OPEN,COMPLAINT,small,-87.7237596,41.9104033,DEMOLITION
37030,FAILED,EV1110,OPEN,PERMIT,small,-87.62938323,41.87556911,ELEVATOR
70796,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.76759512,41.95143575,DEMOLITION
48984,FAILED,CN066034,OPEN,COMPLAINT,small,-87.60267967,41.7777488,CONSERVATION
85135,FAILED,CN070024,OPEN,PERIODIC,small,-87.6734381,41.97622724,CONSERVATION
78282,FAILED,NC2011,OPEN,COMPLAINT,small,-87.76175288,41.91287616,CONSERVATION
2201,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.66974697,41.79954571,DEMOLITION
15731,FAILED,CN196029,OPEN,COMPLAINT,small,-87.62397064,41.86597528,CONSERVATION
80387,FAILED,CN190029,OPEN,PERIODIC,small,-87.65438431,41.94423288,CONSERVATION
55498,FAILED,NC2011,OPEN,COMPLAINT,small,-87.66432683,41.70383364,NEW CONSTRUCTION
23560,FAILED,CN194039,OPEN,COMPLAINT,small,-87.68627269,41.86975976,SPECIAL TASK FORCE
61977,FAILED,CN104015,OPEN,COMPLAINT,small,-87.63256181,41.81855685,CONSERVATION
68330,FAILED,CN138056,OPEN,PERIODIC,small,-87.62559239,41.89907909,CONSERVATION
54297,CLOSED,CN193029,OPEN,COMPLAINT,small,-87.6336536,41.79404172,DEMOLITION
69375,FAILED,NC10012,OPEN,PERIODIC,small,-87.62391987,41.85168837,CONSERVATION
2827,FAILED,CN063034,OPEN,COMPLAINT,small,-87.56011711,41.73963122,CONSERVATION
31161,CLOSED,CN002052,OPEN,COMPLAINT,small,-87.66481972,41.75133195,DEMOLITION
29242,FAILED,EL0096,OPEN,COMPLAINT,small,-87.62545914,41.79095528,SIGNS
61063,FAILED,CN190019,OPEN,COMPLAINT,small,-87.66525358,42.00336822,CONSERVATION
2996,FAILED,CN197019,OPEN,PERIODIC,small,-87.58431654,41.80427516,CONSERVATION
30773,FAILED,EV1310,OPEN,PERMIT,small,-87.66594639,41.85593299,ELEVATOR
29120,FAILED,CN194049,OPEN,PERIODIC,small,-87.7230554,41.78390333,SPECIAL INSPECTION PROGRAM
36417,PASSED,BR2080,COMPLIED,PERIODIC,small,-87.66864691,41.91233061,BOILER
50095,FAILED,CN061014,OPEN,COMPLAINT,small,-87.68707466,41.776163399999994,CONSERVATION
61220,FAILED,VT1010,OPEN,PERMIT,small,-87.72300893,41.95875458,VENTILATION
10199,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.58765504,41.7595554,DEMOLITION
30396,FAILED,CN190019,OPEN,PERIODIC,small,-87.66218861,41.90046315,CONSERVATION
11771,FAILED,CN067024,OPEN,COMPLAINT,small,-87.77408057,41.87772637,CONSERVATION
31743,FAILED,VT1010,OPEN,COMPLAINT,small,-87.69541445,41.98460562,VENTILATION
18070,FAILED,CN061014,OPEN,COMPLAINT,small,-87.71648559999998,41.9553096,CONSERVATION
25141,FAILED,CN138056,OPEN,COMPLAINT,small,-87.60979057,41.78327638,SPECIAL TASK FORCE
20899,CLOSED,CN193019,OPEN,COMPLAINT,small,-87.69736590000001,41.87115909,DEMOLITION
47843,FAILED,CN067014,OPEN,COMPLAINT,small,-87.75308356,41.89823258,CONSERVATION
68945,FAILED,CN196029,OPEN,COMPLAINT,small,-87.54929286,41.74607525,CONSERVATION
20409,FAILED,CN138106,OPEN,PERIODIC,small,-87.64952878,41.94384895,CONSERVATION
63224,FAILED,CN039013,OPEN,PERIODIC,small,-87.60375337,41.80971394,SPECIAL INSPECTION PROGRAM
50704,FAILED,CN070024,OPEN,COMPLAINT,small,-87.56292329,41.76423433,CONSERVATION
6865,FAILED,CN101015,OPEN,COMPLAINT,small,-87.6928495,41.76331923,CONSERVATION
37601,FAILED,CN073014,OPEN,COMPLAINT,small,-87.74815239,41.88855544,CONSERVATION
28594,FAILED,CN104015,OPEN,COMPLAINT,small,-87.6844203,41.76842708,CONSERVATION
9245,FAILED,CN077014,OPEN,COMPLAINT,small,-87.64699963,41.80258099,CONSERVATION
4101,FAILED,CN135016,OPEN,COMPLAINT,small,-87.61756474,41.67417983,CONSERVATION
3774,FAILED,CN197079,COMPLIED,COMPLAINT,small,-87.72159717,41.86792609,CONSERVATION
14413,FAILED,EV1110,OPEN,PERMIT,small,-87.6499297,41.85330146,ELEVATOR
79497,FAILED,CN133016,OPEN,COMPLAINT,small,-87.7264558,41.96085504,CONSERVATION
73075,PASSED,VT1010,COMPLIED,PERMIT,small,-87.81374118,42.01797511,VENTILATION
23149,FAILED,PL171027,OPEN,COMPLAINT,small,-87.73269769,41.90176498,SPECIAL TASK FORCE
14899,FAILED,NC2071,OPEN,COMPLAINT,small,-87.79634212,41.92441558,CONSERVATION
46580,FAILED,CN077014,OPEN,COMPLAINT,small,-87.61850369,41.7720896,CONSERVATION
38355,FAILED,CN197087,OPEN,COMPLAINT,small,-87.57862811,41.76674019,SPECIAL TASK FORCE
76752,FAILED,CN111025,OPEN,COMPLAINT,small,-87.68534719,41.79059999,CONSERVATION
2040,FAILED,CN063014,OPEN,COMPLAINT,small,-87.67728147,41.69358646,CONSERVATION
5963,CLOSED,CN002052,OPEN,COMPLAINT,small,-87.61769128,41.76918652,DEMOLITION
69338,FAILED,EL0029,OPEN,COMPLAINT,small,-87.65773872,41.8377794,ELECTRICAL
79584,FAILED,CN066024,OPEN,PERIODIC,small,-87.67705994,41.83061688,CONSERVATION
74301,FAILED,CN190019,OPEN,PERIODIC,small,-87.76000654,41.90933603,CONSERVATION
60260,FAILED,CN138056,OPEN,COMPLAINT,small,-87.78563981,41.93394765,CONSERVATION
61533,FAILED,PL158017,OPEN,COMPLAINT,small,-87.64277877,41.77311654,SPECIAL TASK FORCE
46800,FAILED,CN077024,OPEN,COMPLAINT,small,-87.76175119,41.77499717,CONSERVATION
49122,FAILED,CN078014,OPEN,COMPLAINT,small,-87.68729351,41.78092065,CONSERVATION
55996,FAILED,CN061014,OPEN,PERIODIC,small,-87.66786451,42.0000312,CONSERVATION
33146,FAILED,EV1110,OPEN,PERIODIC,small,-87.55135937,41.728172799999996,ELEVATOR
68868,FAILED,CN079014,OPEN,PERIODIC,small,-87.65847733,41.92151187,CONSERVATION
85,PASSED,VT1010,COMPLIED,PERMIT,large,-87.64193034,41.71311176,VENTILATION
34381,FAILED,CN114015,OPEN,COMPLAINT,small,-87.70256055,41.84864435,CONSERVATION
32389,FAILED,CN066034,OPEN,PERIODIC,small,-87.64911885,41.93157329,CONSERVATION
64073,FAILED,CN197019,OPEN,COMPLAINT,small,-87.64653844,41.70400828,SPECIAL TASK FORCE
26230,FAILED,CN103035,OPEN,COMPLAINT,small,-87.69562844,41.89615381,CONSERVATION
43938,FAILED,CN101015,OPEN,PERIODIC,small,-87.68664749,41.89585612,CONSERVATION
74447,FAILED,CN107035,OPEN,COMPLAINT,small,-87.70513299,41.85261182,SPECIAL INSPECTION PROGRAM
25,PASSED,PL157047,COMPLIED,COMPLAINT,large,-87.69024856,42.01760604,PLUMBING
76870,FAILED,CN074024,OPEN,COMPLAINT,small,-87.60274057,41.74550486,CONSERVATION
73038,PASSED,NC2020,COMPLIED,COMPLAINT,small,-87.73105808,41.80723155,CONSERVATION
51204,FAILED,CN063024,OPEN,COMPLAINT,small,-87.7163928,41.89311924,CONSERVATION
85200,FAILED,CN070014,OPEN,COMPLAINT,small,-87.64886004,41.74428002,CONSERVATION
20798,FAILED,CN103015,OPEN,COMPLAINT,small,-87.70097204,41.86789351,CONSERVATION
76693,CLOSED,CN002081,OPEN,COMPLAINT,small,-87.72375533,41.90382556,DEMOLITION
34709,FAILED,CN196029,OPEN,COMPLAINT,small,-87.7328503,41.84494047,CONSERVATION
23331,FAILED,CN067024,OPEN,COMPLAINT,small,-87.67404177,41.79402873,CONSERVATION
12954,FAILED,CN197019,OPEN,COMPLAINT,small,-87.64969735,41.89563362,CONSERVATION
28813,PASSED,VT1010,COMPLIED,PERMIT,small,-87.69618777,41.92116125,VENTILATION
50135,FAILED,CN065034,OPEN,PERIODIC,small,-87.62220556,41.79096072,CONSERVATION
4820,FAILED,VT1010,OPEN,PERMIT,small,-87.66878534,41.92460927,VENTILATION
2527,FAILED,CN073014,OPEN,COMPLAINT,small,-87.68662927,41.81011252,CONSERVATION
24056,PASSED,EV1111,COMPLIED,PERIODIC,small,-87.71621618,41.97941814,ELEVATOR
20732,FAILED,CN196029,OPEN,COMPLAINT,small,-87.72160434,41.87269604,CONSERVATION
65653,CLOSED,CN002081,OPEN,COMPLAINT,small,-87.63604935,41.67048562,DEMOLITION
72898,FAILED,PL237020,OPEN,COMPLAINT,small,-87.7128952,41.85822633,SPECIAL TASK FORCE
2936,PASSED,CN063024,COMPLIED,COMPLAINT,small,-87.69719119,41.78933342,CONSERVATION
69032,PASSED,VT1010,COMPLIED,PERMIT,small,-87.66756138,41.91128836,VENTILATION
51986,FAILED,NC2020,OPEN,COMPLAINT,small,-87.67158652,41.78885595,CONSERVATION
73282,FAILED,NC2011,OPEN,COMPLAINT,small,-87.72122396,41.7555667,CONSERVATION
79973,FAILED,CN061034,OPEN,PERIODIC,small,-87.53513677,41.710412899999994,SPECIAL INSPECTION PROGRAM
10755,FAILED,EV1111,COMPLIED,PERIODIC,small,-87.65973832,41.88282643,ELEVATOR
26081,FAILED,CN194019,OPEN,PERIODIC,small,-87.56697446,41.73826851,REFRIGERATION
42465,FAILED,NC2022,OPEN,COMPLAINT,small,-87.53663503,41.71035523,NEW CONSTRUCTION
29102,FAILED,CN076054,OPEN,PERIODIC,small,-87.72310369,41.79636966,SPECIAL INSPECTION PROGRAM
30601,FAILED,CN190019,OPEN,COMPLAINT,small,-87.65184647,41.776607399999996,SPECIAL TASK FORCE
74593,FAILED,CN190019,OPEN,PERIODIC,small,-87.5970763,41.74760569,CONSERVATION
14926,FAILED,CN075014,OPEN,COMPLAINT,small,-87.61595831,41.78789649,CONSERVATION
23249,FAILED,CN196019,OPEN,COMPLAINT,small,-87.71002407,41.68114161,CONSERVATION
72097,FAILED,EL0086,OPEN,COMPLAINT,small,-87.73707125,41.85986471,SPECIAL TASK FORCE
20110,FAILED,CN196019,OPEN,COMPLAINT,small,-87.70038114,41.90145948,CONSERVATION
8416,CLOSED,CN193039,OPEN,COMPLAINT,small,-87.70490665,41.86994459,DEMOLITION
6764,FAILED,CN190019,OPEN,COMPLAINT,small,-87.62187667,41.67610175,CONSERVATION
32141,FAILED,CN062024,OPEN,COMPLAINT,small,-87.61828145,41.83177992,CONSERVATION
56315,FAILED,EV1111,OPEN,PERIODIC,small,-87.72403683,41.84436887,ELEVATOR
43057,FAILED,EL0020,OPEN,COMPLAINT,small,-87.68479041,41.76820204,CONSERVATION
1252,FAILED,CN190019,OPEN,COMPLAINT,small,-87.70038114,41.90145948,CONSERVATION
50324,FAILED,CN136016,OPEN,COMPLAINT,small,-87.70723319,41.97293192,CONSERVATION
6132,FAILED,NC2071,OPEN,COMPLAINT,small,-87.69546345,41.85672967,CONSERVATION
51909,FAILED,EL0036,OPEN,COMPLAINT,small,-87.7470297,41.88944521,CONSERVATION
68914,FAILED,EL0029,OPEN,COMPLAINT,small,-87.73289895,41.84351068,CONSERVATION
78439,FAILED,NC2021,OPEN,COMPLAINT,small,-87.71672101,41.74328559,NEW CONSTRUCTION
47775,FAILED,CN140016,OPEN,COMPLAINT,small,-87.65658424,41.85818513,CONSERVATION
48699,FAILED,CN197039,OPEN,PERIODIC,small,-87.6045627,41.81158453,CONSERVATION
63355,FAILED,CN073014,OPEN,PERIODIC,small,-87.66747171,41.95716506,CONSERVATION
85247,FAILED,CN063014,OPEN,PERIODIC,small,-87.65628524,41.95456862,CONSERVATION
41393,FAILED,PL159017,OPEN,COMPLAINT,small,-87.62138508,41.80213054,SPECIAL TASK FORCE
71140,FAILED,CN138106,OPEN,COMPLAINT,small,-87.68979524,41.91766418,CONSERVATION
7049,FAILED,CN063014,OPEN,COMPLAINT,small,-87.56838474,41.74270462,CONSERVATION
73655,FAILED,CN194029,OPEN,PERIODIC,small,-87.65709968,41.93975571,SPECIAL INSPECTION PROGRAM
50337,FAILED,CN131026,OPEN,COMPLAINT,small,-87.72864564,41.90365259,CONSERVATION
55717,FAILED,CN198019,OPEN,COMPLAINT,small,-87.65553631,41.77831855,CONSERVATION
53982,FAILED,CN196029,OPEN,COMPLAINT,small,-87.57709191,41.75303784,CONSERVATION
26392,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.53664069,41.70311444,DEMOLITION
36691,FAILED,EL0024,OPEN,COMPLAINT,small,-87.67331886,41.80841226,SPECIAL TASK FORCE
36424,FAILED,NC2021,OPEN,COMPLAINT,small,-87.69944504,41.82189324,CONSERVATION
70790,FAILED,EV1110,OPEN,PERIODIC,small,-87.60688292,41.81797478,ELEVATOR
64674,FAILED,CN061014,COMPLIED,COMPLAINT,small,-87.58155373,41.76322007,CONSERVATION
14794,CLOSED,CN193019,OPEN,COMPLAINT,small,-87.75056926,41.95348638,DEMOLITION
65214,FAILED,NC2071,OPEN,PERIODIC,small,-87.68646839,41.89054716,CONSERVATION
45247,FAILED,CN101015,OPEN,COMPLAINT,small,-87.75230461,41.91035196,CONSERVATION
76062,FAILED,CN105035,OPEN,COMPLAINT,small,-87.61433496,41.81225512,CONSERVATION
51375,PASSED,CN077014,COMPLIED,COMPLAINT,small,-87.60835768,41.71184769,CONSERVATION
18241,FAILED,EV1110,OPEN,PERMIT,small,-87.64999983,41.88717195,ELEVATOR
77685,FAILED,CN073024,OPEN,COMPLAINT,small,-87.71519056,41.91012062,CONSERVATION
46663,FAILED,CN194019,OPEN,COMPLAINT,small,-87.72408696,41.85166707,SPECIAL INSPECTION PROGRAM
46842,FAILED,CN190019,OPEN,COMPLAINT,small,-87.73082518,41.7989461,CONSERVATION
47164,FAILED,NC2071,OPEN,COMPLAINT,small,-87.74780432,41.87505112,SPECIAL TASK FORCE
39036,FAILED,CN063024,OPEN,COMPLAINT,small,-87.66767244,41.98087816,SPECIAL TASK FORCE
21183,FAILED,PL237020,OPEN,COMPLAINT,small,-87.72644326,41.90246838,SPECIAL TASK FORCE
79441,FAILED,CN079014,OPEN,COMPLAINT,small,-87.7617439,41.91264955,CONSERVATION
80151,FAILED,CN190019,OPEN,COMPLAINT,small,-87.72545408,41.916239700000006,CONSERVATION
49848,FAILED,CN192019,OPEN,COMPLAINT,small,-87.76937755,41.93134332,CONSERVATION
13758,FAILED,CN065014,OPEN,COMPLAINT,small,-87.63895277,41.84189307,CONSERVATION
18854,FAILED,CN104015,OPEN,COMPLAINT,small,-87.69149051,41.91965516,CONSERVATION
38315,FAILED,CN134016,OPEN,COMPLAINT,small,-87.67832309,41.93400206,CONSERVATION
35972,FAILED,EL0003,OPEN,COMPLAINT,small,-87.55401715,41.73595615,SPECIAL TASK FORCE
1786,FAILED,EV1111,OPEN,PERMIT,small,-87.64882279,41.88688931,ELEVATOR
49352,FAILED,CN196029,OPEN,COMPLAINT,small,-87.55819088,41.72517628,CONSERVATION
49877,FAILED,CN067024,OPEN,COMPLAINT,small,-87.71420429999999,41.9518137,CONSERVATION
37151,FAILED,CN106015,OPEN,PERIODIC,small,-87.65729595,41.7450922,CONSERVATION
46655,FAILED,CN105015,OPEN,COMPLAINT,small,-87.53542312,41.71536408,CONSERVATION
50659,FAILED,CN190019,OPEN,COMPLAINT,small,-87.65618743,41.78333279,CONSERVATION
43840,FAILED,NC2021,OPEN,COMPLAINT,small,-87.73332149,41.80065676,NEW CONSTRUCTION
32343,FAILED,CN063014,OPEN,COMPLAINT,small,-87.65333869,41.75039208,CONSERVATION
51755,CLOSED,BR1070,OPEN,PERIODIC,small,-87.64344617,41.91597395,BOILER
51713,FAILED,PL157047,OPEN,COMPLAINT,small,-87.63325224,41.79865711,CONSERVATION
33883,FAILED,NC2071,OPEN,COMPLAINT,small,-87.81522342,41.99999327,CONSERVATION
35416,PASSED,CN079024,COMPLIED,COMPLAINT,small,-87.71116723,41.90721605,CONSERVATION
61539,FAILED,PL171017,OPEN,COMPLAINT,small,-87.64277877,41.77311654,SPECIAL TASK FORCE
57443,FAILED,VT1010,OPEN,PERMIT,small,-87.68012262,41.95880725,VENTILATION
84497,FAILED,EL0033,OPEN,COMPLAINT,small,-87.64533318,41.73593936,SPECIAL TASK FORCE
741,FAILED,CN190019,OPEN,COMPLAINT,small,-87.68370337,41.9923386,CONSERVATION
15543,FAILED,CN074024,OPEN,COMPLAINT,small,-87.75014472,41.88372936,CONSERVATION
71122,FAILED,CN073014,OPEN,COMPLAINT,small,-87.69589893,41.7867422,CONSERVATION
12203,FAILED,EL0033,OPEN,COMPLAINT,small,-87.64841492,41.85732505,ELECTRICAL
78054,CLOSED,CN002081,OPEN,COMPLAINT,small,-87.68238331,41.77731893,DEMOLITION
16525,FAILED,PL162017,OPEN,COMPLAINT,small,-87.54715282,41.73345652,CONSERVATION
78661,FAILED,EV1111,COMPLIED,PERMIT,small,-87.64465399,41.91559526,ELEVATOR
39629,CLOSED,CN002052,OPEN,COMPLAINT,small,-87.64281325,41.76241245,DEMOLITION
77642,FAILED,CN198019,OPEN,COMPLAINT,small,-87.64577604,41.67978128,CONSERVATION
20811,PASSED,BR2080,OPEN,PERIODIC,small,-87.71534118,41.86851641,BOILER
17555,FAILED,VT1010,OPEN,PERMIT,small,-87.65733109,41.78949494,VENTILATION
3508,CLOSED,CN193019,OPEN,COMPLAINT,small,-87.62876376,41.68596155,DEMOLITION
47839,FAILED,CN065034,OPEN,COMPLAINT,small,-87.75308356,41.89823258,CONSERVATION
26309,PASSED,EV1310,COMPLIED,PERMIT,small,-87.78636491,41.92280206,ELEVATOR
51608,PASSED,ELGB04,COMPLIED,PERMIT,small,-87.68987564,41.96028495,ELECTRICAL
56212,FAILED,CN061004,OPEN,COMPLAINT,small,-87.6449923,41.93246999,CONSERVATION
57628,FAILED,CN039013,OPEN,COMPLAINT,small,-87.64968984,41.94914734,SPECIAL INSPECTION PROGRAM
18951,FAILED,PL168017,OPEN,COMPLAINT,small,-87.75190832,41.890330799999994,PLUMBING
20633,FAILED,PL155017,OPEN,COMPLAINT,small,-87.64017012,41.75080922,CONSERVATION
76491,FAILED,CN065034,OPEN,COMPLAINT,small,-87.64645363,41.79965184,CONSERVATION
77153,FAILED,CN103015,OPEN,PERIODIC,small,-87.57140272,41.7717904,CONSERVATION
4088,FAILED,CN194039,OPEN,COMPLAINT,small,-87.70708847,41.78062951,CONSERVATION
74968,FAILED,CN138106,OPEN,COMPLAINT,small,-87.72041197,41.99619441,CONSERVATION
