,INSPECTION_STATUS,VIOLATION_CODE,VIOLATION_STATUS,INSPECTION_CATEGORY,PROPERTY_GROUP,LONGITUDE,LATITUDE,DEPARTMENT_BUREAU
3021,CLOSED,CN193039,COMPLIED,COMPLAINT,small,-87.64754581,41.798300399999995,DEMOLITION
34684,FAILED,CN015062,OPEN,COMPLAINT,small,-87.70128977,41.84708988,CONSERVATION
53803,FAILED,CN061014,OPEN,COMPLAINT,small,-87.64866263,41.94555355,CONSERVATION
23536,FAILED,CN190019,OPEN,PERIODIC,small,-87.60603988,41.75115822,CONSERVATION
16782,FAILED,PL154017,OPEN,COMPLAINT,small,-87.60289684,41.75105068,PLUMBING
33200,FAILED,EL0019,OPEN,COMPLAINT,small,-87.55159288,41.7534304,ELECTRICAL
78608,PASSED,EL0085,OPEN,COMPLAINT,small,-87.72187293,41.88396463,SPECIAL TASK FORCE
79405,FAILED,CN079014,OPEN,COMPLAINT,small,-87.75554466,41.92970929,CONSERVATION
16621,FAILED,CN196029,OPEN,COMPLAINT,small,-87.65041224,41.75679952,CONSERVATION
4933,FAILED,CN105035,OPEN,COMPLAINT,small,-87.71348587,41.84671586,CONSERVATION
39544,FAILED,PL154027,OPEN,COMPLAINT,small,-87.78002901,41.91113331,CONSERVATION
47635,FAILED,CN064014,OPEN,COMPLAINT,small,-87.64732768,41.78986415,CONSERVATION
61768,PASSED,EV1110,COMPLIED,PERMIT,small,-87.66238680000001,41.88300747,ELEVATOR
22990,FAILED,CN067014,OPEN,COMPLAINT,small,-87.71908464,41.861506899999995,CONSERVATION
11914,FAILED,PL237020,OPEN,COMPLAINT,small,-87.68962846,41.98472635,SPECIAL TASK FORCE
80615,FAILED,CN196029,OPEN,PERIODIC,small,-87.66107422,41.84027211,CONSERVATION
43798,FAILED,CN105025,OPEN,COMPLAINT,small,-87.56266819,41.74731881,CONSERVATION
31475,FAILED,EV1110,COMPLIED,PERIODIC,small,-87.64873224,41.88377879,ELEVATOR
4421,FAILED,CN065014,OPEN,COMPLAINT,small,-87.58485583,41.76353075,CONSERVATION
13757,FAILED,CN190019,OPEN,COMPLAINT,small,-87.63895277,41.84189307,CONSERVATION
81018,PASSED,BR1001,COMPLIED,PERIODIC,small,-87.73917547,41.97326374,BOILER
15485,FAILED,VT1010,OPEN,COMPLAINT,small,-87.63572107,41.81916355,VENTILATION
58877,PASSED,BR2080,COMPLIED,PERIODIC,small,-87.67095905,41.96074129,BOILER
5686,CLOSED,CN196039,OPEN,COMPLAINT,small,-87.60690329,41.76376855,DEMOLITION
12900,CLOSED,CN196039,OPEN,COMPLAINT,small,-87.61393073,41.81838718,DEMOLITION
70306,CLOSED,CN193029,OPEN,COMPLAINT,small,-87.65275091,41.80036416,DEMOLITION
57085,FAILED,NC2011,OPEN,COMPLAINT,small,-87.70442103,41.95118589,CONSERVATION
7997,FAILED,CN104015,OPEN,COMPLAINT,small,-87.69973879,41.867320899999996,CONSERVATION
70465,FAILED,NC5042,OPEN,PERIODIC,small,-87.64702222,41.9328682,CONSERVATION
6537,FAILED,CN065014,OPEN,COMPLAINT,small,-87.57408634,41.76932469,CONSERVATION
25588,FAILED,CN062024,OPEN,COMPLAINT,small,-87.73324838,41.86412049,CONSERVATION
50811,FAILED,CN132046,OPEN,COMPLAINT,small,-87.59032855,41.76863354,CONSERVATION
76624,FAILED,EV1110,OPEN,PERMIT,small,-87.62053358,41.85365089,ELEVATOR
38782,FAILED,CN073014,OPEN,COMPLAINT,small,-87.73104612,41.90339917,CONSERVATION
19238,FAILED,CN063014,OPEN,PERIODIC,small,-87.66296631,41.9682519,CONSERVATION
79945,FAILED,CN190019,OPEN,PERIODIC,small,-87.83684102,41.96314206,CONSERVATION
67392,FAILED,CN076034,OPEN,COMPLAINT,small,-87.62685892,41.69356013,CONSERVATION
25162,FAILED,CN196029,OPEN,COMPLAINT,small,-87.64272593,41.75599028,CONSERVATION
74367,PASSED,BR1062,COMPLIED,PERIODIC,small,-87.70465031,41.82622161,BOILER
37016,FAILED,CN103015,OPEN,COMPLAINT,small,-87.63772179,41.74779033,CONSERVATION
43560,FAILED,CN131026,OPEN,COMPLAINT,small,-87.80403079999999,41.93512095,CONSERVATION
29250,FAILED,CN063014,OPEN,COMPLAINT,small,-87.62843949,41.71845201,CONSERVATION
83207,FAILED,PL233006,OPEN,COMPLAINT,small,-87.55250258,41.72081292,PLUMBING
72233,FAILED,CN110105,OPEN,COMPLAINT,small,-87.75074053,41.88427092,CONSERVATION
60499,FAILED,CN196029,OPEN,COMPLAINT,small,-87.60131058,41.82110138,CONSERVATION
48163,CLOSED,CN002052,OPEN,COMPLAINT,small,-87.71504642,41.93802493,DEMOLITION
5068,FAILED,CN064014,OPEN,COMPLAINT,small,-87.75376704,41.87950332,CONSERVATION
35009,FAILED,NC2011,OPEN,COMPLAINT,small,-87.73345082,41.80531676,CONSERVATION
30397,FAILED,EL0024,OPEN,COMPLAINT,small,-87.67128185,41.82376045,SPECIAL TASK FORCE
19840,FAILED,CN070024,OPEN,COMPLAINT,small,-87.63195152,41.70330273,SPECIAL TASK FORCE
22427,FAILED,CN190019,OPEN,COMPLAINT,small,-87.73261816,41.89902207,CONSERVATION
39063,FAILED,CN104035,OPEN,COMPLAINT,small,-87.76082439,41.91288602,CONSERVATION
74699,FAILED,CN105085,OPEN,COMPLAINT,small,-87.66508942,41.85860976,CONSERVATION
43129,FAILED,CN190019,OPEN,COMPLAINT,small,-87.71410981,41.95768498,CONSERVATION
58937,CLOSED,CN193019,OPEN,COMPLAINT,small,-87.64021378,41.76438735,DEMOLITION
35244,FAILED,CN073014,OPEN,COMPLAINT,small,-87.56364432,41.75076668,CONSERVATION
13253,FAILED,CN070014,OPEN,COMPLAINT,small,-87.68814179,41.8145944,CONSERVATION
37429,FAILED,CN196029,OPEN,COMPLAINT,small,-87.78667003,41.95212735,IRON
48343,FAILED,CN061074,OPEN,COMPLAINT,small,-87.66430647,41.87194974,CONSERVATION
31273,FAILED,CN070024,OPEN,COMPLAINT,small,-87.68615989,41.77669032,CONSERVATION
46000,FAILED,CN062034,OPEN,COMPLAINT,small,-87.69051349,41.81234713,CONSERVATION
52299,FAILED,VT1010,OPEN,COMPLAINT,small,-87.57549096,41.74408866,VENTILATION
71796,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.67678502,41.79044544,DEMOLITION
21501,FAILED,EL0096,OPEN,COMPLAINT,small,-87.6232012,41.83528216,SIGNS
45570,FAILED,EL0019,OPEN,COMPLAINT,small,-87.54336821,41.65410431,ELECTRICAL
51963,FAILED,CN065034,OPEN,COMPLAINT,small,-87.70523055,41.94685339,CONSERVATION
33527,FAILED,CN190019,OPEN,COMPLAINT,small,-87.64694141,41.77480087,CONSERVATION
5881,FAILED,CN065034,OPEN,COMPLAINT,small,-87.78331663,41.93092621,CONSERVATION
42244,FAILED,NC2011,OPEN,COMPLAINT,small,-87.74881273,41.93252661,NEW CONSTRUCTION
67913,FAILED,NC2011,OPEN,COMPLAINT,small,-87.69717503,41.84994762,CONSERVATION
60618,FAILED,EL0096,OPEN,COMPLAINT,small,-87.78418655,41.79218689,SIGNS
37884,FAILED,EL0066,OPEN,COMPLAINT,small,-87.70886317,41.84528546,ELECTRICAL
18638,FAILED,CN194029,OPEN,COMPLAINT,small,-87.7113755,41.88080462,SPECIAL TASK FORCE
74375,FAILED,CN135016,COMPLIED,COMPLAINT,small,-87.59101518,41.76137315,CONSERVATION
31039,FAILED,CN065014,OPEN,COMPLAINT,small,-87.73825806,41.92262423,CONSERVATION
51583,FAILED,VT1010,OPEN,PERMIT,small,-87.70295135,42.01098716,VENTILATION
74368,FAILED,CN197087,COMPLIED,COMPLAINT,small,-87.7110449,41.92974257,CONSERVATION
48569,CLOSED,BR2010,OPEN,PERIODIC,small,-87.66860861,41.92525531,BOILER
976,FAILED,CN061014,OPEN,COMPLAINT,small,-87.6119365,41.78284254,CONSERVATION
18251,FAILED,EV1110,OPEN,PERMIT,small,-87.64999983,41.88717195,ELEVATOR
60210,FAILED,CN198019,OPEN,COMPLAINT,small,-87.70876926,41.91593299,CONSERVATION
52213,FAILED,CN062024,OPEN,COMPLAINT,small,-87.56849309,41.74432119,SPECIAL TASK FORCE
47354,FAILED,EL0018,OPEN,COMPLAINT,small,-87.65846104,41.96253539,ELECTRICAL
62513,FAILED,EL0019,OPEN,PERIODIC,small,-87.70207979999999,41.91232995,CONSERVATION
44034,FAILED,CN063014,OPEN,COMPLAINT,small,-87.69366142,41.96891958,SPECIAL TASK FORCE
2038,FAILED,CN061014,OPEN,COMPLAINT,small,-87.67728147,41.69358646,CONSERVATION
81252,FAILED,EV1111,OPEN,PERMIT,small,-87.62410246,41.88935425,ELEVATOR
50084,FAILED,CN197019,OPEN,COMPLAINT,small,-87.68516804,41.78520454,CONSERVATION
64282,FAILED,CN041063,OPEN,COMPLAINT,small,-87.65162231,41.75683341,CONSERVATION
43882,FAILED,CN061014,OPEN,COMPLAINT,small,-87.64049992,41.7608537,CONSERVATION
42200,FAILED,CN065034,OPEN,COMPLAINT,small,-87.60014492,41.74966135,CONSERVATION
51597,PASSED,BR1001,COMPLIED,PERIODIC,small,-87.78393402,41.91269042,BOILER
37136,FAILED,CN061014,OPEN,COMPLAINT,small,-87.65716573,41.75258511,CONSERVATION
65499,FAILED,EL0018,OPEN,COMPLAINT,small,-87.56453877,41.7205182,ELECTRICAL
36148,FAILED,CN063024,OPEN,COMPLAINT,small,-87.62242367,41.75656366,CONSERVATION
22279,CLOSED,CN002081,OPEN,COMPLAINT,small,-87.71265157,41.85994615,DEMOLITION
77737,FAILED,CN194029,OPEN,COMPLAINT,small,-87.69894298,41.80809332,SPECIAL TASK FORCE
43277,FAILED,PL169017,OPEN,COMPLAINT,small,-87.58937223,41.75609192,CONSERVATION
31934,FAILED,CN067024,OPEN,COMPLAINT,small,-87.65957567,41.74742498,CONSERVATION
76368,FAILED,CN190019,OPEN,COMPLAINT,small,-87.71206624,41.83936373,CONSERVATION
58811,FAILED,CN197019,OPEN,COMPLAINT,small,-87.64118773,41.74250922,CONSERVATION
69797,FAILED,CN190019,OPEN,COMPLAINT,small,-87.73092161,41.96596196,CONSERVATION
49260,FAILED,CN190019,OPEN,COMPLAINT,small,-87.68518584,41.99868893,CONSERVATION
5006,FAILED,CN067014,OPEN,COMPLAINT,small,-87.61858495,41.67636819,CONSERVATION
48651,FAILED,CN196029,OPEN,COMPLAINT,small,-87.65733796,41.78977728,CONSERVATION
49629,FAILED,NC2022,OPEN,COMPLAINT,small,-87.63946725,41.93298718,NEW CONSTRUCTION
75477,FAILED,CN063014,OPEN,COMPLAINT,small,-87.72609759999999,41.90070124,CONSERVATION
36388,FAILED,EL0024,OPEN,COMPLAINT,small,-87.72162098,41.864832799999995,SPECIAL TASK FORCE
32902,FAILED,CN101015,OPEN,PERIODIC,small,-87.74901240000001,41.95328892,CONSERVATION
543,FAILED,EV1210,OPEN,COMPLAINT,small,-87.62424113,41.89794972,ELEVATOR
70483,FAILED,EV1110,OPEN,PERMIT,small,-87.66329471,41.92880594,ELEVATOR
7171,FAILED,CN190019,OPEN,COMPLAINT,small,-87.72256531,41.87901969,CONSERVATION
357,FAILED,CN077014,OPEN,COMPLAINT,small,-87.74154103,41.91687379,CONSERVATION
36391,FAILED,CN061014,OPEN,COMPLAINT,small,-87.73007755,41.861734600000005,SPECIAL TASK FORCE
35274,FAILED,NC2011,OPEN,COMPLAINT,small,-87.66975541,41.93317953,NEW CONSTRUCTION
42303,FAILED,PL158017,OPEN,COMPLAINT,small,-87.64647594,41.85707785,SPECIAL TASK FORCE
6644,FAILED,CN190019,OPEN,COMPLAINT,small,-87.6702895,41.94951037,CONSERVATION
84310,FAILED,CN070024,OPEN,COMPLAINT,small,-87.65775356,41.80605201,CONSERVATION
22059,FAILED,CN196029,OPEN,COMPLAINT,small,-87.75658772,41.94001299,CONSERVATION
53701,FAILED,PL161027,OPEN,COMPLAINT,small,-87.70179415,41.815735600000004,SPECIAL TASK FORCE
41512,FAILED,CN190019,OPEN,COMPLAINT,small,-87.65420158,41.68605153,SPECIAL TASK FORCE
50517,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.64879815,41.79524174,DEMOLITION
22734,PASSED,VT1010,COMPLIED,PERMIT,small,-87.73947589,41.93399613,VENTILATION
20531,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.66577951,41.75274426,DEMOLITION
63904,CLOSED,CN196039,OPEN,COMPLAINT,small,-87.58760345,41.77527411,DEMOLITION
29508,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.60653381,41.8149023,DEMOLITION
75555,PASSED,VT1030,OPEN,PERMIT,small,-87.68623707,41.85213867,VENTILATION
65034,FAILED,CN198019,OPEN,COMPLAINT,small,-87.76214196,41.93669649,CONSERVATION
42116,FAILED,CN015062,OPEN,PERIODIC,small,-87.62769538,41.89657458,SPECIAL INSPECTION PROGRAM
20903,CLOSED,CN002081,OPEN,COMPLAINT,small,-87.7241941,41.96736788,DEMOLITION
56380,FAILED,VT1010,OPEN,PERMIT,small,-87.6450309,41.9468126,VENTILATION
42047,FAILED,CN196019,OPEN,PERIODIC,small,-87.74492759,41.87525185,CONSERVATION
21865,FAILED,EL0096,OPEN,COMPLAINT,small,-87.61541728,41.77776929,SIGNS
16484,PASSED,EV1110,COMPLIED,PERMIT,small,-87.62948925,41.89116843,ELEVATOR
54328,FAILED,CN062024,OPEN,COMPLAINT,small,-87.60221971,41.81948731,CONSERVATION
62341,FAILED,CN065034,OPEN,PERIODIC,small,-87.57772840000001,41.75329322,CONSERVATION
13479,FAILED,EV1110,OPEN,PERIODIC,small,-87.65537040000001,41.984699799999994,ELEVATOR
52177,CLOSED,BR2080,OPEN,PERIODIC,small,-87.73049117,41.85685194,BOILER
57000,FAILED,CN061014,OPEN,COMPLAINT,small,-87.7324431,41.87620086,CONSERVATION
20764,PASSED,EV1111,COMPLIED,PERIODIC,small,-87.68631122,41.85924885,ELEVATOR
60453,CLOSED,CN070024,COMPLIED,COMPLAINT,small,-87.70591494,41.99821996,CONSERVATION
34299,FAILED,EL0025,OPEN,COMPLAINT,small,-87.60030949,41.74530524,SPECIAL TASK FORCE
18922,FAILED,CN196019,OPEN,COMPLAINT,small,-87.72544546,41.92596429,CONSERVATION
19008,FAILED,CN132046,OPEN,COMPLAINT,small,-87.6360348,41.71957489,CONSERVATION
50972,FAILED,CN190029,OPEN,COMPLAINT,small,-87.61232622,41.73185943,CONSERVATION
38011,FAILED,VT1030,OPEN,PERMIT,small,-87.56974417,41.76641351,VENTILATION
21594,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.6669949,41.79870525,DEMOLITION
65705,FAILED,CN070024,OPEN,COMPLAINT,small,-87.66617624,41.76770077,CONSERVATION
57869,FAILED,CN106015,OPEN,COMPLAINT,small,-87.57249154,41.75270025,CONSERVATION
69438,FAILED,CN077024,OPEN,PERIODIC,small,-87.70197376,41.91842244,CONSERVATION
58193,FAILED,CN138026,OPEN,COMPLAINT,small,-87.653157,41.7802849,CONSERVATION
45702,FAILED,CN104035,OPEN,COMPLAINT,small,-87.62039772,41.77074543,CONSERVATION
65987,FAILED,CN070014,OPEN,PERIODIC,small,-87.69411496,41.90191034,CONSERVATION
6307,FAILED,CN138106,OPEN,COMPLAINT,small,-87.67047178,41.92612363,CONSERVATION
21871,FAILED,VT2050,OPEN,PERMIT,small,-87.6471214,41.95194121,VENTILATION
75732,FAILED,EV1111,OPEN,PERMIT,small,-87.66459672,41.91699607,ELEVATOR
72000,FAILED,EL0024,OPEN,COMPLAINT,small,-87.70921895,41.85759281,SPECIAL TASK FORCE
45371,FAILED,CN070034,OPEN,COMPLAINT,small,-87.63338954,41.804222499999995,CONSERVATION
72990,FAILED,CN074024,OPEN,COMPLAINT,small,-87.66058058,41.77449007,CONSERVATION
71540,FAILED,CN136026,OPEN,COMPLAINT,small,-87.59376104,41.79959787,CONSERVATION
65467,FAILED,CN076044,OPEN,COMPLAINT,small,-87.63398797,41.68947557,CONSERVATION
84332,FAILED,CN196029,OPEN,PERIODIC,small,-87.60121892,41.80224456,CONSERVATION
25622,FAILED,CN107035,OPEN,PERIODIC,small,-87.74591783,41.89387273,CONSERVATION
41631,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.74210426,41.88174381,DEMOLITION
63456,FAILED,CN074014,OPEN,COMPLAINT,small,-87.69902507,41.88661404,CONSERVATION
24484,FAILED,CN070024,OPEN,COMPLAINT,small,-87.62037672,41.67848432,CONSERVATION
69945,FAILED,CN076044,OPEN,COMPLAINT,small,-87.73886492,41.88199919,CONSERVATION
75776,FAILED,CN198019,OPEN,COMPLAINT,small,-87.63588291,41.77978665,CONSERVATION
48849,FAILED,CN066034,OPEN,COMPLAINT,small,-87.55300515,41.74976654,CONSERVATION
50656,FAILED,CN190019,OPEN,COMPLAINT,small,-87.62412424,41.79029286,CONSERVATION
28840,FAILED,CN076044,OPEN,COMPLAINT,small,-87.65469612,41.75878561,CONSERVATION
60134,FAILED,CN070014,OPEN,COMPLAINT,small,-87.78875804,41.77493757,CONSERVATION
37106,FAILED,CN138056,OPEN,COMPLAINT,small,-87.72609572,41.80794991,CONSERVATION
76540,FAILED,CN194029,OPEN,COMPLAINT,small,-87.70930461,41.96057746,VENTILATION
39247,FAILED,CN076044,OPEN,COMPLAINT,small,-87.62203889,41.70193657,CONSERVATION
10360,CLOSED,CN193029,OPEN,COMPLAINT,small,-87.6224342,41.79920775,DEMOLITION
16948,FAILED,CN103015,OPEN,COMPLAINT,small,-87.63471282,41.76134229,CONSERVATION
63312,CLOSED,CN002081,OPEN,COMPLAINT,small,-87.66113241,41.79564229,DEMOLITION
66248,FAILED,EL0096,OPEN,COMPLAINT,small,-87.70285405,41.94265871,SIGNS
48713,FAILED,CN062014,OPEN,COMPLAINT,small,-87.6487765,41.78748071,CONSERVATION
72471,FAILED,CN134016,OPEN,COMPLAINT,small,-87.69649006,41.77735538,CONSERVATION
73015,FAILED,EV1110,OPEN,PERIODIC,small,-87.6559294,41.88152902,ELEVATOR
47953,FAILED,CN194029,OPEN,COMPLAINT,small,-87.71665519,41.87274643,SPECIAL TASK FORCE
58528,FAILED,CN073024,OPEN,COMPLAINT,small,-87.57508066,41.77179269,CONSERVATION
49805,FAILED,CN138106,OPEN,COMPLAINT,small,-87.77221349,41.88550248,CONSERVATION
33860,FAILED,CN190019,OPEN,COMPLAINT,small,-87.81841825,41.99704146,CONSERVATION
75978,FAILED,CN131026,OPEN,PERIODIC,small,-87.57409729,41.76973527,CONSERVATION
316,FAILED,CN194029,OPEN,COMPLAINT,large,-87.6080402,41.77222042,SPECIAL TASK FORCE
2341,FAILED,CN138106,OPEN,COMPLAINT,small,-87.73715734,41.93819227,CONSERVATION
95,CLOSED,CN193000,OPEN,COMPLAINT,large,-87.64493404,41.90357838,DEMOLITION
15468,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.5835284,41.74251952,DEMOLITION
64622,FAILED,PL168017,OPEN,COMPLAINT,small,-87.66838427,41.93609763,PLUMBING
14336,FAILED,199029,OPEN,COMPLAINT,small,-87.77292377,41.77946722,CONSERVATION
8316,FAILED,CN190019,OPEN,COMPLAINT,small,-87.72699702,41.83941458,CONSERVATION
6394,FAILED,CN196029,OPEN,COMPLAINT,small,-87.74492926,41.92712939,CONSERVATION
53943,FAILED,NC2022,OPEN,COMPLAINT,small,-87.7489395,41.80084289,NEW CONSTRUCTION
85378,FAILED,CN070024,OPEN,COMPLAINT,small,-87.60288671,41.70510559,CONSERVATION
39743,FAILED,CN194029,OPEN,PERIODIC,small,-87.55772725,41.76095779,CONSERVATION
26657,FAILED,NC2011,OPEN,COMPLAINT,small,-87.81033284,41.94508924,CONSERVATION
74703,FAILED,CN190019,OPEN,COMPLAINT,small,-87.64109976,41.8555675,CONSERVATION
17134,FAILED,CN079024,OPEN,COMPLAINT,small,-87.52560705,41.70141371,CONSERVATION
57758,FAILED,CN070014,OPEN,PERIODIC,small,-87.61654921,41.81321532,SPECIAL INSPECTION PROGRAM
49827,FAILED,CN015062,OPEN,PERIODIC,small,-87.64364089,41.9300343,CONSERVATION
57171,FAILED,CN015062,OPEN,COMPLAINT,small,-87.67900744,41.85477463,CONSERVATION
38107,FAILED,CN015062,OPEN,PERIODIC,small,-87.60273767,41.745391999999995,CONSERVATION
74279,FAILED,CN140016,OPEN,PERIODIC,small,-87.60152023,41.74346671,CONSERVATION
59323,FAILED,EV1111,OPEN,PERIODIC,small,-87.68491046,41.9127179,ELEVATOR
84153,FAILED,CN062034,OPEN,PERIODIC,small,-87.71796793,41.95404473,CONSERVATION
19624,CLOSED,CN196039,OPEN,COMPLAINT,small,-87.77271279,41.90214781,DEMOLITION
21780,FAILED,CN070014,OPEN,COMPLAINT,small,-87.72735832,41.94014439,CONSERVATION
5301,FAILED,CN070024,OPEN,COMPLAINT,small,-87.75263204,41.88475283,CONSERVATION
37869,CLOSED,CN193029,OPEN,COMPLAINT,small,-87.70434279999999,41.86779932,DEMOLITION
56156,FAILED,NC2022,OPEN,COMPLAINT,small,-87.77476564,41.96169451,NEW CONSTRUCTION
28942,FAILED,CN101015,OPEN,COMPLAINT,small,-87.70844868,41.93102777,CONSERVATION
1245,FAILED,CN190019,OPEN,COMPLAINT,small,-87.70950313,41.97930199,CONSERVATION
34179,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.69905695,41.87365775,DEMOLITION
3313,FAILED,CN104015,OPEN,COMPLAINT,small,-87.62550996,41.69839839,SPECIAL TASK FORCE
41679,FAILED,CN079014,OPEN,COMPLAINT,small,-87.65005444,41.8400905,CONSERVATION
23415,FAILED,CN190019,OPEN,COMPLAINT,small,-87.72505602,41.87516438,CONSERVATION
80131,FAILED,CN074024,OPEN,COMPLAINT,small,-87.62407929999999,41.73969104,CONSERVATION
22986,FAILED,CN190019,OPEN,PERIODIC,small,-87.72048671,41.95910884,CONSERVATION
60135,FAILED,CN074024,OPEN,COMPLAINT,small,-87.78875804,41.77493757,CONSERVATION
76655,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.69209098,41.81447972,DEMOLITION
11930,FAILED,CN190019,OPEN,COMPLAINT,small,-87.63910431,41.90563968,CONSERVATION
59789,FAILED,CN062024,OPEN,PERIODIC,small,-87.62542654,41.78965273,SPECIAL INSPECTION PROGRAM
1199,FAILED,CN190019,OPEN,COMPLAINT,small,-87.6531594,41.86333870000001,CONSERVATION
67798,FAILED,CN140026,OPEN,COMPLAINT,small,-87.68720755,41.95742663,CONSERVATION
63233,FAILED,CN015062,OPEN,PERIODIC,small,-87.62293378,41.818493,SPECIAL INSPECTION PROGRAM
18622,FAILED,EL0096,OPEN,COMPLAINT,small,-87.6047334,41.738667299999996,SIGNS
6787,CLOSED,CN193019,OPEN,COMPLAINT,small,-87.67544127,41.75091709,DEMOLITION
38555,FAILED,CN063014,OPEN,PERIODIC,small,-87.66202924,41.77961479,CONSERVATION
33112,FAILED,CN070024,OPEN,COMPLAINT,small,-87.76212965,41.8930601,SPECIAL TASK FORCE
59779,FAILED,CN063014,OPEN,COMPLAINT,small,-87.70906476,41.99303272,CONSERVATION
53350,FAILED,CN190019,OPEN,PERIODIC,small,-87.66327965,41.86677912,SPECIAL INSPECTION PROGRAM
82100,FAILED,CN197019,OPEN,COMPLAINT,small,-87.54807511,41.74586587,CONSERVATION
38251,FAILED,EV1111,OPEN,PERIODIC,small,-87.68325708,42.01238319,ELEVATOR
64114,FAILED,CN103035,OPEN,COMPLAINT,small,-87.64152265,41.75331375,SPECIAL TASK FORCE
6654,FAILED,PL154027,OPEN,COMPLAINT,small,-87.58145968,41.76964062,CONSERVATION
49399,FAILED,CN061014,OPEN,COMPLAINT,small,-87.66741938,41.80369942,CONSERVATION
47879,FAILED,CN197019,OPEN,COMPLAINT,small,-87.72732068,41.97018304,CONSERVATION
61777,FAILED,EV1110,COMPLIED,PERMIT,small,-87.62910562,41.87647043,ELEVATOR
73964,FAILED,EV1110,OPEN,PERMIT,small,-87.63516544,41.88196747,ELEVATOR
51254,CLOSED,CN193019,OPEN,COMPLAINT,small,-87.66209456,41.79733576,DEMOLITION
7180,FAILED,CN190019,OPEN,COMPLAINT,small,-87.69783206,41.88186769,CONSERVATION
49766,FAILED,EV1105,OPEN,PERIODIC,small,-87.64831995,41.87968685,ELEVATOR
84222,FAILED,CN073014,OPEN,COMPLAINT,small,-87.66808874,41.92773202,CONSERVATION
24190,FAILED,CN061014,OPEN,PERIODIC,small,-87.61238827,41.74922457,CONSERVATION
33255,FAILED,CN017012,OPEN,COMPLAINT,small,-87.54283941,41.74138401,CONSERVATION
20999,FAILED,CN070024,OPEN,COMPLAINT,small,-87.59683439,41.80081412,CONSERVATION
60224,FAILED,CN063014,OPEN,COMPLAINT,small,-87.76582114,41.91130987,CONSERVATION
62165,FAILED,CN190019,OPEN,COMPLAINT,small,-87.55020471,41.74555575,CONSERVATION
47844,FAILED,CN197019,OPEN,COMPLAINT,small,-87.75308356,41.89823258,CONSERVATION
76901,FAILED,CN140016,OPEN,COMPLAINT,small,-87.66457998,41.75338134,CONSERVATION
53380,FAILED,CN066024,OPEN,PERIODIC,small,-87.64437265,41.93490353,CONSERVATION
36821,FAILED,CN041063,OPEN,COMPLAINT,small,-87.64578274,41.70699879,CONSERVATION
13696,FAILED,CN074024,OPEN,COMPLAINT,small,-87.7042302,41.86408689,CONSERVATION
40866,FAILED,CN196029,OPEN,COMPLAINT,small,-87.66393164,41.93874479,CONSERVATION
36566,FAILED,PL169017,OPEN,COMPLAINT,small,-87.66720506,41.74942557,PLUMBING
27930,PASSED,CN106015,COMPLIED,COMPLAINT,small,-87.65856122,41.94953364,SPECIAL INSPECTION PROGRAM
57157,FAILED,CN015062,OPEN,COMPLAINT,small,-87.70989231,41.84878926,CONSERVATION
33869,FAILED,CN134056,OPEN,PERIODIC,small,-87.77408919,41.89483794,CONSERVATION
60716,FAILED,EL0039,OPEN,PERIODIC,small,-87.68260919,41.88413,CONSERVATION
20091,CLOSED,CN193029,OPEN,COMPLAINT,small,-87.62104728,41.78937304,DEMOLITION
76437,FAILED,CN138106,OPEN,COMPLAINT,small,-87.72577583,41.96920585,CONSERVATION
21300,CLOSED,CN193039,COMPLIED,COMPLAINT,small,-87.72553926,41.84127537,DEMOLITION
83458,CLOSED,CN193110,OPEN,COMPLAINT,small,-87.65077404,41.72582926,DEMOLITION
12195,FAILED,CN061014,OPEN,COMPLAINT,small,-87.57212977,41.74884257,CONSERVATION
22193,FAILED,CN138056,OPEN,COMPLAINT,small,-87.60257684,41.75003316,CONSERVATION
65071,FAILED,CN067024,OPEN,COMPLAINT,small,-87.69473018,41.86453524,CONSERVATION
36462,CLOSED,CN193000,OPEN,COMPLAINT,small,-87.60681727,41.76028942,DEMOLITION
56012,FAILED,VT1010,OPEN,COMPLAINT,small,-87.57646863,41.75171043,VENTILATION
5337,FAILED,EL0096,OPEN,COMPLAINT,small,-87.81561657,41.945207399999994,SIGNS
1410,FAILED,CN070024,OPEN,COMPLAINT,small,-87.66148527,41.97372855,CONSERVATION
5907,FAILED,CN063024,OPEN,COMPLAINT,small,-87.62361985,41.67475945,CONSERVATION
5613,FAILED,CN190019,OPEN,COMPLAINT,small,-87.69129461,41.79667012,CONSERVATION
16011,FAILED,EL0019,OPEN,COMPLAINT,small,-87.73786256,41.87458574,ELECTRICAL
26195,FAILED,NC6012,OPEN,PERIODIC,small,-87.69461399,41.90283612,CONSERVATION
10656,FAILED,CN197087,OPEN,COMPLAINT,small,-87.68407544,41.78988777,SPECIAL TASK FORCE
31399,FAILED,CN061014,OPEN,COMPLAINT,small,-87.70821169,41.69644406,CONSERVATION
